rank,name,postcode,address,rating,reviewCount,removedRange,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url
352,HELAN FRISEUR,90489,"Stresemannpl. 2, 90489 Nürnberg",5,97,2–5,2,5,3.5,3.48,4.861,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/HELAN+FRISEUR/data=!4m7!3m6!1s0x479f57521df9d1d1:0xff87b58918987089!8m2!3d49.4584514!4d11.0960148!16s%2Fg%2F11xyq6qbxf!19sChIJ0dH5HVJXn0cRiXCYGIm1h_8?authuser=0&hl=de&rclk=1
353,Neues Transpla Haar,90403,"Hauptmarkt 2, 90403 Nürnberg",4.9,97,2–5,2,5,3.5,3.48,4.764,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Neues+Transpla+Haar/data=!4m7!3m6!1s0x479f57af6244e96f:0xa0d0676b249eaab9!8m2!3d49.452961!4d11.0776416!16s%2Fg%2F1thbvnl8!19sChIJb-lEYq9Xn0cRuaqeJGtn0KA?authuser=0&hl=de&rclk=1
354,Wendy Glam & Beauty - Haarglättung & Haarverlängerung Nürnberg,90402,"Breite G. 94/2 Stock, 90402 Nürnberg",4.8,97,2–5,2,5,3.5,3.48,4.668,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Wendy+Glam+%26+Beauty+-+Haargl%C3%A4ttung+%26+Haarverl%C3%A4ngerung+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a8830d3ba9:0x1163ce617762d449!8m2!3d49.4504868!4d11.0714912!16s%2Fg%2F11cm7606h2!19sChIJqTsNg6hXn0cRSdRid2HOYxE?authuser=0&hl=de&rclk=1
355,King Barbershop,90443,"Gibitzenhofstraße 49, 90443 Nürnberg",4.8,96,2–5,2,5,3.5,3.52,4.666,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/King+Barbershop/data=!4m7!3m6!1s0x479f57b742591adb:0xccb8eb942056ac08!8m2!3d49.4390879!4d11.0672457!16s%2Fg%2F11mvlvcsm6!19sChIJ2xpZQrdXn0cRCKxWIJTruMw?authuser=0&hl=de&rclk=1
356,Fight Academy Nürnberg,90439,"Rothenburger Str. 149, 90439 Nürnberg",5,95,2–5,2,5,3.5,3.55,4.858,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Fight+Academy+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f575048948353:0x9be2d5bfe9c20854!8m2!3d49.4419678!4d11.0502202!16s%2Fg%2F11wnpf7_gf!19sChIJU4OUSFBXn0cRVAjC6b_V4ps?authuser=0&hl=de&rclk=1
357,TZL Therapiezentrum Langwasser GmbH,90471,"Thomas-Mann-Straße 62, 90471 Nürnberg",4.8,93,2–5,2,5,3.5,3.63,4.662,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/TZL+Therapiezentrum+Langwasser+GmbH/data=!4m7!3m6!1s0x479f594591e4a63b:0x4402213b0d1318d1!8m2!3d49.414387!4d11.1381821!16s%2Fg%2F11jbm215t8!19sChIJO6bkkUVZn0cR0RgTDTshAkQ?authuser=0&hl=de&rclk=1
358,Ritzenberger Petfood GmbH & Co. KG,90571,"Haimendorfer Str. 14-16, 90571 Schwaig bei Nürnberg",4.4,90,2–5,2,5,3.5,3.74,4.273,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Ritzenberger+Petfood+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x479f5898469205b5:0xc202645d52c8a2dd!8m2!3d49.4661021!4d11.2023051!16s%2Fg%2F11b5wm_3cc!19sChIJtQWSRphYn0cR3aLIUl1kAsI?authuser=0&hl=de&rclk=1
359,KARL - Wein trifft feine Küche,90403,"Hauptmarkt 16, 90403 Nürnberg",4.7,89,2–5,2,5,3.5,3.78,4.56,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/KARL+-+Wein+trifft+feine+K%C3%BCche/data=!4m7!3m6!1s0x479f570f06780047:0x3f53f6ce977e9ce8!8m2!3d49.454273!4d11.0779483!16s%2Fg%2F11vzsngnht!19sChIJRwB4Bg9Xn0cR6Jx-l872Uz8?authuser=0&hl=de&rclk=1
360,Nordost - die Cannabis Apotheke Nürnberg,90409,"Äußere Bayreuther Str. 105, 90409 Nürnberg",4.5,88,2–5,2,5,3.5,3.83,4.366,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Nordost+-+die+Cannabis+Apotheke+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f570c4a4c04e5:0x256870303fae047!8m2!3d49.4718456!4d11.102062!16s%2Fg%2F11y3sgfbyp!19sChIJ5QRMSgxXn0cRR-D6AwOHVgI?authuser=0&hl=de&rclk=1
361,Smoke'N'Go,90459,"Wölckernstraße 21, 90459 Nürnberg",4.8,86,2–5,2,5,3.5,3.91,4.651,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Smoke%27N%27Go/data=!4m7!3m6!1s0x479f57a34cec4dc7:0x2b416c505ce4c3e9!8m2!3d49.4407016!4d11.0825648!16s%2Fg%2F11vbzy81bn!19sChIJx03sTKNXn0cR6cPkXFBsQSs?authuser=0&hl=de&rclk=1
362,AS Haarstudio | HAAR- UND LASERSTUDIO,90409,"Äußere Bayreuther Str. 103, 90409 Nürnberg",4.9,85,2–5,2,5,3.5,3.95,4.746,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/AS+Haarstudio+%7C+HAAR-+UND+LASERSTUDIO/data=!4m7!3m6!1s0x479f57ec271495ef:0xbc250b044a01db70!8m2!3d49.4716695!4d11.102034!16s%2Fg%2F11tt925qcc!19sChIJ75UUJ-xXn0cRcNsBSgQLJbw?authuser=0&hl=de&rclk=1
363,Hotel Scheunenwerk - Nürnberg Nord,90562,"Hauptstraße 19, 90562 Heroldsberg",4.4,84,2–5,2,5,3.5,4,4.264,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Scheunenwerk+-+N%C3%BCrnberg+Nord/data=!4m10!3m9!1s0x47a1e38a70043d13:0x9b3926361d7f6911!5m2!4m1!1i2!8m2!3d49.5368512!4d11.1556875!16s%2Fg%2F1tj9sbp1!19sChIJEz0EcIrjoUcREWl_HTYmOZs?authuser=0&hl=de&rclk=1
364,Restaurant- Pizzeria Passaparola,90453,"Katzwanger Hauptstraße 47, 90453 Nürnberg",4.8,84,2–5,2,5,3.5,4,4.648,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Restaurant-+Pizzeria+Passaparola/data=!4m7!3m6!1s0x479f51df995d9c85:0x48219536b323a37c!8m2!3d49.3601105!4d11.0505479!16s%2Fg%2F11ybmfvz3r!19sChIJhZxdmd9Rn0cRfKMjszaVIUg?authuser=0&hl=de&rclk=1
365,Pearl Pilates & Beauty,90459,"Galvanistraße 40, 90459 Nürnberg",4.8,83,2–5,2,5,3.5,4.05,4.646,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pearl+Pilates+%26+Beauty/data=!4m7!3m6!1s0x479f571312d07c15:0x2edac225d4eb92c!8m2!3d49.4327303!4d11.0837851!16s%2Fg%2F11c588lycr!19sChIJFXzQEhNXn0cRLLlOXSKs7QI?authuser=0&hl=de&rclk=1
366,Friseurteam Kukla,90451,"Gottlieb-von-Merkel-Weg 25, 90451 Nürnberg",4.9,81,2–5,2,5,3.5,4.14,4.738,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Friseurteam+Kukla/data=!4m7!3m6!1s0x479f512d05e2171d:0xf5d1431cbf67b353!8m2!3d49.40697!4d11.03432!16s%2Fg%2F1ptwx_sq4!19sChIJHRfiBS1Rn0cRU7NnvxxD0fU?authuser=0&hl=de&rclk=1
367,Glaserei Martin Hausmann,90449,"Gebersdorfer Str. 69, 90449 Nürnberg",4.9,81,2–5,2,5,3.5,4.14,4.738,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Glaserei+Martin+Hausmann/data=!4m7!3m6!1s0x479f5132549eaa47:0x335f515e9cc4cec7!8m2!3d49.4211848!4d11.0135402!16s%2Fg%2F1hc5pnpv7!19sChIJR6qeVDJRn0cRx87EnF5RXzM?authuser=0&hl=de&rclk=1
368,POWERBOX - EMS TRAINING,90431,"Seeleinsbühlstraße 20, 90431 Nürnberg",5,80,2–5,2,5,3.5,4.19,4.832,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/POWERBOX+-+EMS+TRAINING/data=!4m7!3m6!1s0x479f565df4371c9d:0x464a039a2e63a4b9!8m2!3d49.455159!4d11.038027!16s%2Fg%2F11b7hqktky!19sChIJnRw39F1Wn0cRuaRjLpoDSkY?authuser=0&hl=de&rclk=1
369,Admira Apotheke Nürnberg,90429,"Fürther Str. 187, 90429 Nürnberg",4.8,77,2–5,2,5,3.5,4.35,4.635,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Admira+Apotheke+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f565d8b3a5ca1:0x468cdd8ed950a40a!8m2!3d49.4567613!4d11.0367477!16s%2Fg%2F1thbvnkn!19sChIJoVw6i11Wn0cRCqRQ2Y7djEY?authuser=0&hl=de&rclk=1
370,Metzgerei & Feinkost Fischer GmbH,90459,"Pillenreuther Str. 53, 90459 Nürnberg",4.8,76,2–5,2,5,3.5,4.4,4.633,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Metzgerei+%26+Feinkost+Fischer+GmbH/data=!4m7!3m6!1s0x479f570c89704929:0x84e231564a20f2e7!8m2!3d49.439639!4d11.0824057!16s%2Fg%2F1tdg6sw_!19sChIJKUlwiQxXn0cR5_IgSlYx4oQ?authuser=0&hl=de&rclk=1
371,CrossFit District Eighteen in Nürnberg,90441,"Industriestraße 27, 90441 Nürnberg",4.9,75,2–5,2,5,3.5,4.46,4.726,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/CrossFit+District+Eighteen+in+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f573ec31c4719:0xcfe25fc4ee4909dd!8m2!3d49.4318815!4d11.0580099!16s%2Fg%2F11np5y_h87!19sChIJGUccwz5Xn0cR3QlJ7sRf4s8?authuser=0&hl=de&rclk=1
372,Pension Bauer Nürnberg,90441,"Friesenstraße 3, 90441 Nürnberg",4.2,71,2–5,2,5,3.5,4.7,4.05,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pension+Bauer+N%C3%BCrnberg/data=!4m10!3m9!1s0x479f56e75f222f29:0x27296e3561ea5ae0!5m2!4m1!1i2!8m2!3d49.4292694!4d11.0446662!16s%2Fg%2F1td9crsm!19sChIJKS8iX-dWn0cR4FrqYTVuKSc?authuser=0&hl=de&rclk=1
373,Bestform-Physiotherapie,90402,"Karl-Grillenberger-Straße 1, 90402 Nürnberg",5,70,2–5,2,5,3.5,4.76,4.81,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bestform-Physiotherapie/data=!4m7!3m6!1s0x479f57aeb2de01af:0x9797380424ffc4e9!8m2!3d49.4521196!4d11.0709684!16s%2Fg%2F11xk4h0gg!19sChIJrwHesq5Xn0cR6cT_JAQ4l5c?authuser=0&hl=de&rclk=1
374,Hotel Sandkorn,90403,"Josephspl. 30, 90403 Nürnberg",4.9,68,2–5,2,5,3.5,4.9,4.709,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Sandkorn/data=!4m10!3m9!1s0x479f57a9b8bd8671:0x93a306ca19410671!5m2!4m1!1i2!8m2!3d49.4514433!4d11.072184!16s%2Fg%2F11xgfrns2n!19sChIJcYa9uKlXn0cRcQZBGcoGo5M?authuser=0&hl=de&rclk=1
375,Nola Café,90461,"Frankenstraße 141, 90461 Nürnberg",5,65,2–5,2,5,3.5,5.11,4.796,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Nola+Caf%C3%A9/data=!4m7!3m6!1s0x479f577314e03221:0xb710455bacca60ea!8m2!3d49.4294833!4d11.0855195!16s%2Fg%2F11myd2xn80!19sChIJITLgFHNXn0cR6mDKrFtFELc?authuser=0&hl=de&rclk=1
376,Bauernladen Zimmermann,90455,"Johannes-Brahms-Straße / Ecke, Penzendorfer Str., 90455 Nürnberg",4.8,64,2–5,2,5,3.5,5.19,4.603,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Bauernladen+Zimmermann/@49.3498591,11.0577518,17z/data=!3m1!4b1!4m6!3m5!1s0x479f506c1a4b113d:0xa24ced1fa01b1c87!8m2!3d49.3498591!4d11.0577518!16s%2Fg%2F11dz_zkxqd?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
377,Hair Art by Anna Siebel,90429,"Roonstraße 26, 90429 Nürnberg",4.9,64,2–5,2,5,3.5,5.19,4.698,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hair+Art+by+Anna+Siebel/data=!4m7!3m6!1s0x479f57180fbe509f:0x549775ad2b7fda00!8m2!3d49.4507873!4d11.0594401!16s%2Fg%2F11mcj3bj5j!19sChIJn1C-DxhXn0cRANp_K611l1Q?authuser=0&hl=de&rclk=1
378,Shappo Friseur - Barbershop,90439,"Von-der-Tann-Straße 153, 90439 Nürnberg",4.7,64,2–5,2,5,3.5,5.19,4.508,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Shappo+Friseur+-+Barbershop/data=!4m7!3m6!1s0x479f57f8493be0b3:0x4d5f3b26eee386e0!8m2!3d49.4393819!4d11.036646!16s%2Fg%2F11h6fzwb35!19sChIJs-A7SfhXn0cR4Ibj7iY7X00?authuser=0&hl=de&rclk=1
379,Malteser-Apotheke,90408,"Rollnerstraße 30, 90408 Nürnberg",4.7,58,2–5,2,5,3.5,5.69,4.489,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Malteser-Apotheke/data=!4m7!3m6!1s0x479f57b99530fe4d:0x7ef0386bb00ad2f1!8m2!3d49.4619067!4d11.0826312!16s%2Fg%2F1tcvsvsn!19sChIJTf4wlblXn0cR8dIKsGs48H4?authuser=0&hl=de&rclk=1
380,Bombhair,90453,"Einsteinring 33, 90453 Nürnberg",5,56,2–5,2,5,3.5,5.88,4.765,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bombhair/data=!4m7!3m6!1s0x479f57dd10c2ccb7:0x32d620f2e259b63d!8m2!3d49.3916875!4d11.0332692!16s%2Fg%2F11jd9w7y4d!19sChIJt8zCEN1Xn0cRPbZZ4vIg1jI?authuser=0&hl=de&rclk=1
381,VIVA Aesthetic Hair GmbH,90425,"Kilianstraße 117a, 90425 Nürnberg",4.9,56,2–5,2,5,3.5,5.88,4.671,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/VIVA+Aesthetic+Hair+GmbH/@49.4740505,11.0739974,17z/data=!3m1!4b1!4m6!3m5!1s0x479f57528547b4e3:0x4df99175da19653!8m2!3d49.4740505!4d11.0739974!16s%2Fg%2F11fb0w2zwy?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D&hl=de"
382,Wilhelm Busch Apotheke,90461,"Allersberger Str. 81, 90461 Nürnberg",4.9,56,2–5,2,5,3.5,5.88,4.671,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Wilhelm+Busch+Apotheke/data=!4m7!3m6!1s0x479f577472091173:0x585584c374d60624!8m2!3d49.4406083!4d11.0905647!16s%2Fg%2F1tdxd8cj!19sChIJcxEJcnRXn0cRJAbWdMOEVVg?authuser=0&hl=de&rclk=1
383,Pluspunkt Apotheke im Mercado,90491,"Äußere Bayreuther Str. 80, 90491 Nürnberg",4.4,55,2–5,2,5,3.5,5.98,4.197,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pluspunkt+Apotheke+im+Mercado/data=!4m7!3m6!1s0x479f57ea2da68833:0xd7edc35c8c3967c5!8m2!3d49.4699468!4d11.1014058!16s%2Fg%2F1tcvydnp!19sChIJM4imLepXn0cRxWc5jFzD7dc?authuser=0&hl=de&rclk=1
384,easyApotheke Laufamholzstraße,90482,"Laufamholzstraße 114, 90482 Nürnberg",4.5,53,2–5,2,5,3.5,6.19,4.283,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/easyApotheke+Laufamholzstra%C3%9Fe/data=!4m7!3m6!1s0x479f5814f653cf57:0x541d713e5f804a22!8m2!3d49.463684!4d11.1462005!16s%2Fg%2F1tdypsl6!19sChIJV89T9hRYn0cRIkqAXz5xHVQ?authuser=0&hl=de&rclk=1
385,CHeeZY Burger & Fries,90763,"Flößaustraße 60, 90763 Fürth",4.9,52,2–5,2,5,3.5,6.31,4.654,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/CHeeZY+Burger+%26+Fries/data=!4m7!3m6!1s0x479f550006e4e48b:0x1f253beaff575145!8m2!3d49.4615297!4d10.9907471!16s%2Fg%2F11n9c6p61d!19sChIJi-TkBgBVn0cRRVFX_-o7JR8?authuser=0&hl=de&rclk=1
386,IMILUV Studio - Reformer Pilates & Barre Workout,90409,"Carlina Offices, Schopenhauerstraße 10, 90409 Nürnberg",4.9,47,2–5,2,5,3.5,6.93,4.63,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/IMILUV+Studio+-+Reformer+Pilates+%26+Barre+Workout/data=!4m7!3m6!1s0x479f5718074245b3:0x1e20eb84964f8cd5!8m2!3d49.4679707!4d11.0895699!16s%2Fg%2F11wc8t7z5p!19sChIJs0VCBxhXn0cR1YxPloTrIB4?authuser=0&hl=de&rclk=1
387,Dance Cube Tanzschule Nürnberg,90482,"Freiligrathstraße 8A, 90482 Nürnberg",4.8,46,2–5,2,5,3.5,7.07,4.531,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Dance+Cube+Tanzschule+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5822d29ad5ad:0x1ee76b62e6938edd!8m2!3d49.4594615!4d11.1339499!16s%2Fg%2F1tcw7542!19sChIJrdWa0iJYn0cR3Y6T5mJr5x4?authuser=0&hl=de&rclk=1
388,Hotel Elisei,90489,"Mathildenstraße 13, 90489 Nürnberg",4.5,44,2–5,2,5,3.5,7.37,4.242,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Elisei/data=!4m10!3m9!1s0x479f57b6502534c9:0xce165f1ca9323990!5m2!4m1!1i2!8m2!3d49.4605157!4d11.1003367!16s%2Fg%2F11lcbk23fy!19sChIJyTQlULZXn0cRkDkyqRxfFs4?authuser=0&hl=de&rclk=1
389,Fries Fabrique,90402,"Königstraße 79, 90402 Nürnberg",4.7,41,2–5,2,5,3.5,7.87,4.409,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Fries+Fabrique/data=!4m7!3m6!1s0x479f57005592a7ad:0x6741eb48deb48c1f!8m2!3d49.448386!4d11.0808739!16s%2Fg%2F11z5pf3cgm!19sChIJraeSVQBXn0cRH4y03kjrQWc?authuser=0&hl=de&rclk=1
390,Medic-Center Stein Schloss,90449,"Ansbacher Str. 132, 90449 Nürnberg",4.8,40,2–5,2,5,3.5,8.05,4.494,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Medic-Center+Stein+Schloss/data=!4m7!3m6!1s0x479f56b7d0318a65:0xd95ceedd45192d44!8m2!3d49.4186232!4d11.0219683!16s%2Fg%2F1tczpc0z!19sChIJZYox0LdWn0cRRC0ZRd3uXNk?authuser=0&hl=de&rclk=1
391,SichtbarerWerden GmbH,90425,"Hohenbuckstraße 3, 90425 Nürnberg",4.8,37,2–5,2,5,3.5,8.64,4.472,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/SichtbarerWerden+GmbH/data=!4m7!3m6!1s0x479f56412816952b:0x6aef78627c2f8834!8m2!3d49.4669563!4d11.0480685!16s%2Fg%2F11fxvydbwg!19sChIJK5UWKEFWn0cRNIgvfGJ472o?authuser=0&hl=de&rclk=1
392,METROPOL Fitness,90480,"Regensburger Str. 336, 90480 Nürnberg",4.8,36,2–5,2,5,3.5,8.86,4.463,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/METROPOL+Fitness/data=!4m7!3m6!1s0x479f5976ed0abab3:0xad4d80583974bad9!8m2!3d49.4325106!4d11.1301601!16s%2Fg%2F11wc0pnw6v!19sChIJs7oK7XZZn0cR2bp0OViATa0?authuser=0&hl=de&rclk=1
393,Balkan Bäckerei & Konditorei Premium,90431,"Höfener Str. 97, 90431 Nürnberg",4.9,33,2–5,2,5,3.5,9.59,4.526,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Balkan+B%C3%A4ckerei+%26+Konditorei+Premium/data=!4m7!3m6!1s0x479f55b35fd9ed5b:0xac711c4aa96fc47c!8m2!3d49.4564325!4d11.0098316!16s%2Fg%2F11x77qrcwt!19sChIJW-3ZX7NVn0cRfMRvqUoccaw?authuser=0&hl=de&rclk=1
394,Escape Room Nürnberg Outdoor - Epic Escape,90403,"Plobenhofstraße 1, 90403 Nürnberg",4.9,30,2–5,2,5,3.5,10.45,4.493,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Escape+Room+N%C3%BCrnberg+Outdoor+-+Epic+Escape/data=!4m7!3m6!1s0x479f57909a16fc49:0xb76072e0ddf2f84e!8m2!3d49.4529438!4d11.0778846!16s%2Fg%2F11v57b76y1!19sChIJSfwWmpBXn0cRTvjy3eByYLc?authuser=0&hl=de&rclk=1
395,vtg - Vermietungs- und Immobilien Treuhandgesellschaft mbH,90482,"Freiligrathstraße 8, 90482 Nürnberg",5,28,2–5,2,5,3.5,11.11,4.556,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/vtg+-+Vermietungs-+und+Immobilien+Treuhandgesellschaft+mbH/data=!4m7!3m6!1s0x479f5822d29ad5ad:0xc9d2177001725572!8m2!3d49.4593721!4d11.1337822!16s%2Fg%2F1tf8621w!19sChIJrdWa0iJYn0cRclVyAXAX0sk?authuser=0&hl=de&rclk=1
396,Bosta Kaffee GmbH,90441,"Löffelholzstraße 20, 90441 Nürnberg",5,27,2–5,2,5,3.5,11.48,4.541,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bosta+Kaffee+GmbH/data=!4m7!3m6!1s0x479f5718ec452ef7:0xd4ead0ce0f8e0960!8m2!3d49.4245241!4d11.0684456!16s%2Fg%2F11smny7xtm!19sChIJ9y5F7BhXn0cRYAmOD87Q6tQ?authuser=0&hl=de&rclk=1
397,Anytime Pilates Studio,90402,"Reindelstraße 13, 90402 Nürnberg",4.2,25,2–5,2,5,3.5,12.28,3.807,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Anytime+Pilates+Studio/data=!4m7!3m6!1s0x479f570018422d8d:0xbf21f56324357534!8m2!3d49.4484529!4d11.0906307!16s%2Fg%2F11x_pdr2xp!19sChIJjS1CGABXn0cRNHU1JGP1Ib8?authuser=0&hl=de&rclk=1
398,MediCare Personalmanagement GmbH,90482,"Ostendstraße 186, 90482 Nürnberg",5,25,2–5,2,5,3.5,12.28,4.509,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/MediCare+Personalmanagement+GmbH/data=!4m7!3m6!1s0x479f570cf3b7eb7d:0x80262b833624aa61!8m2!3d49.4580541!4d11.1264926!16s%2Fg%2F11spqgq4fw!19sChIJfeu38wxXn0cRYaokNoMrJoA?authuser=0&hl=de&rclk=1
399,Der Kuhstall - Altstadtfest Nürnberg,90403,"Vordere Insel Schütt 8, 90403 Nürnberg",4.7,24,2–5,2,5,3.5,12.73,4.229,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Der+Kuhstall+-+Altstadtfest+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57f947e58acb:0x9dbb5e28ea9bbed6!8m2!3d49.4529113!4d11.0825214!16s%2Fg%2F11s6tyyg3k!19sChIJy4rlR_lXn0cR1r6b6iheu50?authuser=0&hl=de&rclk=1
400,TÜV NORD Station Nürnberg-Südwestpark (Ingenieurbüro Heusinger von Waldegge GmbH),90449,"Willstätterstraße 22, 90449 Nürnberg",4.8,24,2–5,2,5,3.5,12.73,4.316,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/T%C3%9CV+NORD+Station+N%C3%BCrnberg-S%C3%BCdwestpark+%28Ingenieurb%C3%BCro+Heusinger+von+Waldegge+GmbH%29/data=!4m7!3m6!1s0x479f57d0e632039f:0x95beb874952c6f13!8m2!3d49.4279715!4d11.0178963!16s%2Fg%2F11tjpwffhb!19sChIJnwMy5tBXn0cRE28slXS4vpU?authuser=0&hl=de&rclk=1
401,FairCare - Ambulanter Pflegedienst,90478,"Gleimstraße 3, 90478 Nürnberg",5,23,2–5,2,5,3.5,13.21,4.472,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/FairCare+-+Ambulanter+Pflegedienst/data=!4m7!3m6!1s0x8350295e4f552585:0xbe7a3d5e53d15779!8m2!3d49.4383616!4d11.1150049!16s%2Fg%2F11khs6_v9r!19sChIJhSVVT14pUIMReVfRU149er4?authuser=0&hl=de&rclk=1
